campaignid,sample,latitude_dd,longitude_dd,marine.park,method,url,funding
2020-06_south-west_stereo-BRUVs,21,-34.128151,114.817448,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/21.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,22,-34.126271,114.819552,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/22.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,23,-34.124217,114.817017,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/23.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,24,-34.118739,114.826402,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/24.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,25,-34.116829,114.828432,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/25.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,26,-34.120881,114.828907,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/26.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,27,-34.121824,114.832898,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/27.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,28,-34.112916,114.852137,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/28.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,29,-34.111084,114.855648,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/29.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,30,-34.112094,114.85946,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/30.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,31,-34.116007,114.860738,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/31.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,32,-34.130076,114.86109,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/32.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,33,-34.133067,114.8627,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/33.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,34,-34.131334,114.866053,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/34.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,35,-34.134801,114.869348,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/35.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,36,-34.130484,114.878263,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/36.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,37,-34.126354,114.878937,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/37.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,38,-34.127912,114.883938,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/38.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,39,-34.132294,114.884797,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/39.mp4,NESP D3
2020-06_south-west_stereo-BRUVs,40,-34.133669,114.880443,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-06_south-west_stereo-BRUVs/40.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH5,-33.69368897,114.9413721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH5.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH7,-33.78368897,114.8788721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH7.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH20,-33.78618897,114.8738721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH20.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH34,-33.78618897,114.8838721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH34.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH44,-33.77118897,114.8638721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH44.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH95,-33.75868897,114.8913721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH95.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH102,-33.68868897,114.9288721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH102.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH108,-33.76118897,114.9238721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH108.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FHA,-33.683135,114.937827,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FHA.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FHB,-33.681655,114.957127,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FHB.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FHD,-33.686897,114.958507,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FHD.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FHE,-33.687267,114.951172,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FHE.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH14,-33.76618897,114.8713721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH14.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH32,-33.69618897,114.9463721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH32.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH54,-33.76618897,114.9388721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH54.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH28,-33.76368897,114.9338721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH28.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH30,-33.75118897,114.8888721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH30.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH46,-33.76618897,114.9288721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH46.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH50,-33.68118897,114.9313721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH50.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH62,-33.75618897,114.8813721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH62.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH64,-33.70118897,114.9388721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH64.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH82,-33.68618897,114.9238721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH82.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH93,-33.77618897,114.8688721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH93.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FHC,-33.680718,114.965092,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FHC.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH6,-33.70618897,114.8213721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH6.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH18,-33.79118897,114.8213721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH18.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH26,-33.81118897,114.8288721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH26.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH27,-33.83618897,114.8713721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH27.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH31,-33.67368897,114.8238721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH31.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH37,-33.71118897,114.8138721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH37.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO1,-34.07868897,114.7788721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO1.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO3,-34.07618897,114.7838721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO3.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO4,-34.09118897,114.7813721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO4.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO16,-34.07368897,114.8688721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO16.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO17,-34.06368897,114.8763721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO17.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO80,-34.09368897,114.8888721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO80.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO81,-34.09868897,114.8913721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO81.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO91,-34.09368897,114.8938721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO91.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO123,-34.10618897,114.8188721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO123.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO125,-34.10868897,114.8263721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO125.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO130,-33.98118897,114.8763721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO130.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO132,-33.99118897,114.8713721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO132.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO145,-33.98618897,114.8238721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO145.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO152,-33.98118897,114.8688721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO152.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO155,-34.04368897,114.8838721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO155.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO157,-33.97118897,114.8238721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO157.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO158,-33.98118897,114.8188721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO158.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO164,-34.03368897,114.9038721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO164.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO165,-34.04368897,114.8988721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO165.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO184,-34.04118897,114.9038721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO184.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO201,-34.05618897,114.8338721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO201.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO204,-34.06618897,114.7863721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO204.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO207,-34.06118897,114.7863721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO207.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO210,-34.09118897,114.8738721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO210.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO215,-34.06868897,114.9263721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO215.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO218,-34.07368897,114.9213721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO218.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO222,-34.06618897,114.8313721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO222.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO223,-34.07118897,114.8463721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO223.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO224,-34.06118897,114.8388721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO224.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO225,-34.07118897,114.8338721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO225.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO235,-34.06618897,114.9138721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO235.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO237,-34.08118897,114.9363721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO237.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO239,-34.09118897,114.9313721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO239.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO266,-34.02118897,114.7588721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO266.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO312,-34.05868897,114.7788721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO312.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO325,-33.991557,114.743378,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO325.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO327,-34.02946667,114.7623833,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO327.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO334,-34.06155,114.7753667,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO334.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO335,-34.06686667,114.7939833,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO335.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO336,-34.0924,114.8663667,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO336.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO353,-34.05436667,114.8390667,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO353.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO357,-34.08496667,114.928,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO357.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO361,-33.98868897,114.7413721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO361.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IO374,-33.98618897,114.7463721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IO374.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,IOC06,-34.048689,114.876372,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/IOC06.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH9,-33.90118897,114.8513721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH9.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH10,-33.98618897,114.8863721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH10.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH16,-33.90118897,114.8563721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH16.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH25,-33.87868897,114.8163721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH25.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH41,-33.67118897,114.8388721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH41.mp4,NESP D3
2020-10_south-west_stereo-BRUVs,FH42,-33.88118897,114.8113721,South-west Corner,stereo-BRUV,https://object-store.rc.nectar.org.au/v1/AUTH_00a0b722182f427090a2d462ace79a0a/FishNClips/videos/2020-10_south-west_stereo-BRUVs/FH42.mp4,NESP D3
